indu,size,risk,credlim,n,wotot,wotot_mr,expneed,exprev,cum_n,cum_wotot,cum_wotot_mr,cum_expneed,cum_exprev,over_n,over_wotot,over_wotot_mr,over_expneed,over_exprev
N3,S5,M,50,4,1626.165884,975.6995302,126947,3173.675,19,3043.416713,1826.050028,237585,5939.625,13,55136.31953,33081.79172,4304229,107605.725
N3,S5,M,100,4,3393.329254,2035.997552,264901,6622.525,23,6436.745967,3862.04758,502486,12562.15,9,53510.15365,32106.09219,4177282,104432.05
N3,S5,M,200,2,3330.778992,1998.467395,260018,6500.45,25,9767.524959,5860.514976,762504,19062.6,5,50116.82439,30070.09464,3912381,97809.525
N3,S5,M,500,2,7773.845868,4664.307521,606867,15171.675,27,17541.37083,10524.8225,1369371,34234.275,3,46786.0454,28071.62724,3652363,91309.075
N3,S5,M,999,1,39012.19953,23407.31972,3045496,76137.4,28,56553.57036,33932.14222,4414867,110371.675,1,39012.19953,23407.31972,3045496,76137.4
N3,S5,L,1,4,0.967969328,0.580781597,826,20.65,4,0.967969328,0.580781597,826,20.65,35,917.8083607,550.6850164,783196,19579.9
N3,S5,L,2,3,5.293362537,3.176017522,4517,112.925,7,6.261331865,3.756799119,5343,133.575,31,916.8403914,550.1042348,782370,19559.25
N3,S5,L,3,3,8.241801798,4.945081079,7033,175.825,10,14.50313366,8.701880198,12376,309.4,28,911.5470289,546.9282173,777853,19446.325
N3,S5,L,4,4,18.27891717,10.9673503,15598,389.95,14,32.78205083,19.6692305,27974,699.35,25,903.3052271,541.9831362,770820,19270.5
N3,S5,L,7,4,27.23439127,16.34063476,23240,581,18,60.0164421,36.00986526,51214,1280.35,21,885.0263099,531.0157859,755222,18880.55
N3,S5,L,10,2,20.85235621,12.51141372,17794,444.85,20,80.86879831,48.52127898,69008,1725.2,17,857.7919186,514.6751512,731982,18299.55
N3,S5,L,20,6,81.27192355,48.76315413,69352,1733.8,26,162.1407219,97.28443311,138360,3459,15,836.9395624,502.1637375,714188,17854.7
N3,S5,L,50,6,223.6231805,134.1739083,190825,4770.625,32,385.7639023,231.4583414,329185,8229.625,9,755.6676389,453.4005833,644836,16120.9
N3,S5,L,100,1,110.4914723,66.29488335,94286,2357.15,33,496.2553746,297.7532247,423471,10586.775,3,532.0444584,319.2266751,454011,11350.275
N3,S5,L,200,2,421.5529862,252.9317917,359725,8993.125,35,917.8083607,550.6850164,783196,19579.9,2,421.5529862,252.9317917,359725,8993.125
N3,S6,M,1,4,12.68170358,7.60902215,990,24.75,4,12.68170358,7.60902215,990,24.75,53,54154.9222,32492.95332,4227616,105690.4
N3,S6,M,2,2,43.32274901,25.99364941,3382,84.55,6,56.0044526,33.60267156,4372,109.3,49,54142.2405,32485.3443,4226626,105665.65
N3,S6,M,3,3,92.33304993,55.39982996,7208,180.2,9,148.3375025,89.00250152,11580,289.5,47,54098.91775,32459.35065,4223244,105581.1
N3,S6,M,4,5,256.2216516,153.732991,20002,500.05,14,404.5591541,242.7354925,31582,789.55,44,54006.5847,32403.95082,4216036,105400.9
N3,S6,M,7,4,327.7643935,196.6586361,25587,639.675,18,732.3235477,439.3941286,57169,1429.225,39,53750.36305,32250.21783,4196034,104900.85
N3,S6,M,10,5,529.5315785,317.7189471,41338,1033.45,23,1261.855126,757.1130757,98507,2462.675,35,53422.59865,32053.55919,4170447,104261.175
N3,S6,M,20,10,1811.600572,1086.960343,141423,3535.575,33,3073.455698,1844.073419,239930,5998.25,30,52893.06707,31735.84024,4129109,103227.725
N3,S6,M,50,11,4432.39631,2659.437786,346016,8650.4,44,7505.852008,4503.511205,585946,14648.65,20,51081.4665,30648.8799,3987686,99692.15
N3,S6,M,100,6,5180.194098,3108.116459,404393,10109.825,50,12686.04611,7611.627664,990339,24758.475,9,46649.07019,27989.44212,3641670,91041.75
N3,S6,M,500,2,9487.361788,5692.417073,740633,18515.825,52,22173.4079,13304.04474,1730972,43274.3,3,41468.87609,24881.32566,3237277,80931.925
N3,S6,M,999,1,31981.51431,19188.90858,2496644,62416.1,53,54154.9222,32492.95332,4227616,105690.4,1,31981.51431,19188.90858,2496644,62416.1
N3,S6,L,1,1,1.150781937,0.690469162,982,24.55,1,1.150781937,0.690469162,982,24.55,21,1339.435175,803.6611051,1142984,28574.6
N3,S6,L,3,1,2.541798393,1.525079036,2169,54.225,2,3.692580331,2.215548198,3151,78.775,20,1338.284393,802.9706359,1142002,28550.05
N3,S6,L,4,3,14.19844598,8.519067589,12116,302.9,5,17.89102631,10.73461579,15267,381.675,19,1335.742595,801.4455569,1139833,28495.825
N3,S6,L,7,1,7.451957576,4.471174546,6359,158.975,6,25.34298389,15.20579033,21626,540.65,16,1321.544149,792.9264893,1127717,28192.925
N3,S6,L,10,1,8.875786552,5.325471931,7574,189.35,7,34.21877044,20.53126226,29200,730,15,1314.092191,788.4553147,1121358,28033.95
N3,S6,L,20,1,15.11485278,9.068911667,12898,322.45,8,49.33362322,29.60017393,42098,1052.45,14,1305.216405,783.1298428,1113784,27844.6
N3,S6,L,50,4,173.2243222,103.9345933,147818,3695.45,12,222.5579454,133.5347673,189916,4747.9,13,1290.101552,774.0609311,1100886,27522.15
N3,S6,L,100,5,362.5021697,217.5013018,309335,7733.375,17,585.0601151,351.0360691,499251,12481.275,9,1116.87723,670.1263378,953068,23826.7
N3,S6,L,200,3,469.8026244,281.8815746,400898,10022.45,20,1054.862739,632.9176437,900149,22503.725,4,754.37506,452.625036,643733,16093.325
N3,S6,L,500,1,284.5724356,170.7434614,242835,6070.875,21,1339.435175,803.6611051,1142984,28574.6,1,284.5724356,170.7434614,242835,6070.875
